iter	Passed	Remaining
418	12513	17351
419	12543	17321
420	12574	17293
421	12601	17260
422	12628	17226
423	12653	17189
424	12692	17171
425	12724	17145
426	12761	17125
427	12790	17093
428	12820	17063
429	12849	17032
430	12873	16994
431	12909	16973
432	12933	16935
433	12955	16896
434	12975	16852
435	13001	16818
436	13025	16780
437	13048	16742
438	13070	16702
439	13098	16671
440	13122	16633
441	13143	16593
442	13173	16563
443	13202	16532
444	13232	16503
445	13262	16473
446	13291	16443
447	13322	16414
448	13352	16385
449	13380	16353
450	13407	16320
451	13439	16293
452	13467	16262
453	13495	16230
454	13524	16199
455	13552	16168
456	13580	16136
457	13608	16104
458	13637	16073
459	13665	16042
460	13694	16011
461	13721	15979
462	13748	15945
463	13773	15910
464	13802	15880
465	13836	15855
466	13867	15827
467	13896	15797
468	13925	15766
469	13950	15731
470	13976	15697
471	14002	15663
472	14028	15630
473	14056	15598
474	14086	15569
475	14107	15530
476	14131	15494
477	14157	15460
478	14183	15427
479	14209	15393
480	14233	15358
481	14258	15323
482	14283	15288
483	14311	15257
484	14340	15227
485	14368	15196
486	14397	15165
487	14424	15134
488	14452	15103
489	14481	15072
490	14511	15043
491	14536	15009
492	14562	14975
493	14590	14944
494	14621	14916
495	14649	14885
496	14679	14856
497	14710	14828
498	14740	14799
499	14772	14772
500	14801	14742
501	14829	14711
502	14859	14682
503	14888	14651
504	14916	14621
505	14945	14590
506	14974	14560
507	15002	14529
508	15030	14499
509	15058	14468
510	15087	14438
511	15115	14407
512	15147	14379
513	15175	14348
514	15202	14316
515	15230	14286
516	15260	14256
517	15282	14220
518	15327	14205
519	15347	14167
520	15401	14159
521	15424	14124
522	15445	14086
523	15477	14059
524	15504	14027
525	15531	13995
526	15560	13965
527	15589	13935
528	15617	13905
529	15640	13869
530	15665	13836
531	15689	13802
532	15717	13771
533	15747	13742
534	15775	13711
535	15799	13677
536	15822	13642
537	15850	13611
538	15880	13582
539	15909	13552
540	15941	13525
541	15967	13492
542	15995	13462
543	16022	13430
544	16050	13400
545	16080	13371
546	16108	13340
547	16135	13308
548	16162	13277
549	16192	13248
550	16219	13217
551	16245	13184
552	16280	13159
553	16310	13130
554	16337	13099
555	16366	13069
556	16398	13042
557	16427	13012
558	16455	12982
559	16485	12952
560	16514	12922
561	16541	12891
562	16569	12861
563	16599	12832
564	16631	12804
565	16661	12775
566	16690	12745
567	16719	12716
568	16748	12686
569	16778	12657
570	16808	12628
571	16836	12598
572	16864	12567
573	16893	12537
574	16923	12509
575	16952	12479
576	16980	12448
577	17009	12418
578	17038	12388
579	17067	12359
580	17095	12329
581	17124	12298
582	17153	12269
583	17181	12238
584	17208	12207
585	17236	12177
586	17264	12146
587	17293	12117
588	17321	12086
589	17347	12055
590	17376	12025
591	17405	11995
592	17433	11965
593	17461	11935
594	17491	11905
595	17520	11876
596	17549	11846
597	17579	11817
598	17607	11787
599	17635	11757
600	17664	11727
601	17692	11697
602	17720	11666
603	17749	11637
604	17777	11607
605	17806	11576
606	17834	11546
607	17861	11516
608	17890	11486
609	17918	11456
610	17947	11426
611	17976	11397
612	18005	11367
613	18033	11337
614	18064	11308
615	18092	11278
616	18120	11248
617	18147	11217
618	18177	11188
619	18206	11159
620	18235	11129
621	18265	11100
622	18293	11070
623	18321	11039
624	18350	11010
625	18378	10979
626	18406	10949
627	18434	10920
628	18464	10890
629	18493	10861
630	18522	10831
631	18551	10801
632	18578	10771
633	18606	10741
634	18633	10710
635	18661	10680
636	18690	10650
637	18718	10620
638	18745	10590
639	18774	10560
640	18803	10531
641	18832	10501
642	18860	10471
643	18888	10441
644	18916	10411
645	18943	10380
646	18969	10349
647	18997	10319
648	19023	10288
649	19047	10256
650	19072	10224
651	19101	10195
652	19129	10165
653	19157	10135
654	19184	10105
655	19215	10076
656	19245	10047
657	19276	10018
658	19304	9989
659	19333	9959
660	19361	9929
661	19389	9899
662	19417	9869
663	19446	9840
664	19476	9811
665	19504	9781
666	19535	9752
667	19564	9723
668	19593	9694
669	19620	9663
670	19647	9633
671	19675	9603
672	19703	9573
673	19731	9543
674	19759	9514
675	19790	9485
676	19820	9456
677	19850	9427
678	19878	9397
679	19906	9367
680	19934	9337
681	19962	9307
682	19991	9278
683	20020	9249
684	20049	9219
685	20077	9190
686	20107	9161
687	20136	9131
688	20165	9102
689	20193	9072
690	20222	9043
691	20252	9014
692	20281	8984
693	20309	8955
694	20338	8925
695	20367	8896
696	20394	8865
697	20421	8835
698	20450	8806
699	20479	8776
700	20507	8746
701	20536	8717
702	20566	8688
703	20594	8659
704	20624	8630
705	20660	8603
706	20694	8576
707	20724	8547
708	20754	8518
709	20785	8489
710	20814	8460
711	20845	8431
712	20874	8402
713	20901	8372
714	20929	8342
715	20958	8313
716	20988	8284
717	21016	8254
718	21044	8224
719	21071	8194
720	21101	8165
721	21130	8136
722	21158	8106
723	21186	8076
724	21214	8046
725	21243	8017
726	21271	7987
727	21301	7958
728	21330	7929
729	21358	7899
730	21386	7870
731	21413	7840
732	21441	7810
733	21469	7780
734	21499	7751
735	21528	7722
736	21556	7692
737	21584	7662
738	21614	7633
739	21642	7604
740	21672	7574
741	21699	7545
742	21730	7516
743	21758	7486
744	21786	7456
745	21814	7427
746	21842	7397
747	21871	7368
748	21899	7338
749	21926	7308
750	21954	7279
751	21983	7249
752	22012	7220
753	22039	7190
754	22067	7160
755	22096	7131
756	22125	7102
757	22154	7072
758	22183	7043
759	22211	7014
760	22240	6984
761	22269	6955
762	22298	6926
763	22327	6896
764	22353	6866
765	22379	6836
766	22406	6806
767	22432	6776
768	22459	6746
769	22488	6717
770	22516	6687
771	22547	6659
772	22576	6629
773	22604	6600
774	22632	6570
775	22661	6541
776	22688	6511
777	22716	6482
778	22744	6452
779	22773	6423
780	22803	6394
781	22830	6364
782	22858	6335
783	22888	6305
784	22916	6276
785	22943	6246
786	22970	6216
787	22996	6186
788	23025	6157
789	23051	6127
790	23079	6098
791	23107	6068
792	23134	6038
793	23162	6009
794	23189	5979
795	23217	5950
796	23245	5920
797	23273	5891
798	23301	5861
799	23328	5832
800	23356	5802
801	23382	5772
802	23410	5743
803	23438	5713
804	23466	5684
805	23495	5655
806	23523	5625
807	23551	5596
808	23579	5566
809	23607	5537
810	23630	5506
811	23653	5476
812	23681	5447
813	23708	5417
814	23737	5388
815	23764	5358
816	23793	5329
817	23822	5300
818	23851	5271
819	23878	5241
820	23906	5212
821	23933	5182
822	23960	5153
823	23988	5123
824	24017	5094
825	24045	5065
826	24074	5036
827	24101	5006
828	24128	4977
829	24156	4947
830	24182	4918
831	24211	4888
832	24239	4859
833	24265	4829
834	24292	4800
835	24320	4771
836	24346	4741
837	24373	4711
838	24401	4682
839	24429	4653
840	24456	4623
841	24483	4594
842	24511	4564
843	24538	4535
844	24566	4506
845	24594	4477
846	24622	4447
847	24650	4418
848	24680	4389
849	24706	4359
850	24733	4330
851	24760	4301
852	24790	4272
853	24817	4242
854	24844	4213
855	24871	4183
856	24898	4154
857	24928	4125
858	24957	4096
859	24983	4067
860	25011	4037
861	25039	4008
862	25066	3979
863	25094	3950
864	25121	3920
865	25148	3891
866	25174	3861
867	25201	3832
868	25231	3803
869	25258	3774
870	25285	3744
871	25312	3715
872	25337	3686
873	25365	3656
874	25392	3627
875	25420	3598
876	25447	3569
877	25475	3539
878	25503	3510
879	25533	3481
880	25562	3452
881	25591	3423
882	25621	3394
883	25652	3366
884	25683	3337
885	25715	3308
886	25743	3279
887	25770	3250
888	25797	3221
889	25824	3191
890	25852	3162
891	25879	3133
892	25907	3104
893	25935	3075
894	25963	3046
895	25989	3016
896	26017	2987
897	26046	2958
898	26074	2929
899	26102	2900
900	26130	2871
901	26156	2841
902	26187	2813
903	26217	2784
904	26257	2756
905	26285	2727
906	26312	2697
907	26339	2668
908	26367	2639
909	26393	2610
910	26420	2581
911	26448	2552
912	26475	2522
913	26500	2493
914	26528	2464
915	26555	2435
916	26582	2406
917	26609	2376
918	26637	2347
919	26665	2318
920	26692	2289
921	26718	2260
922	26746	2231
923	26774	2202
924	26802	2173
925	26830	2144
926	26857	2115
927	26885	2085
928	26913	2056
929	26941	2027
930	26969	1998
931	26997	1969
932	27023	1940
933	27052	1911
934	27081	1882
935	27108	1853
936	27135	1824
937	27162	1795
938	27191	1766
939	27220	1737
940	27247	1708
941	27274	1679
942	27301	1650
943	27329	1621
944	27356	1592
945	27385	1563
946	27413	1534
947	27442	1505
948	27472	1476
949	27498	1447
950	27525	1418
951	27552	1389
952	27579	1360
953	27607	1331
954	27634	1302
955	27663	1273
956	27690	1244
957	27719	1215
958	27747	1186
959	27775	1157
960	27802	1128
961	27830	1099
962	27857	1070
963	27885	1041
964	27912	1012
965	27939	983
966	27968	954
967	27994	925
968	28021	896
969	28048	867
970	28074	838
971	28101	809
972	28128	780
973	28156	751
974	28182	722
975	28211	693
976	28239	664
977	28266	635
978	28294	606
979	28323	578
980	28351	549
981	28378	520
982	28414	491
983	28443	462
984	28472	433
985	28501	404
986	28537	375
987	28564	346
988	28591	318
989	28619	289
990	28647	260
991	28674	231
992	28705	202
993	28732	173
994	28760	144
995	28787	115
996	28815	86
997	28843	57
998	28870	28
999	28899	0
