iter	Logloss
134	0.1714163096
135	0.1710664731
136	0.1707217198
137	0.1705258837
138	0.1699635218
139	0.1697833737
140	0.1695483676
141	0.1688354073
142	0.1684611544
143	0.1682890548
144	0.1680518083
145	0.1677434399
146	0.1665813389
147	0.1661078898
148	0.165826935
149	0.1655031369
150	0.1653461032
151	0.1651145197
152	0.1641719129
153	0.1635303137
154	0.1632915867
155	0.1631178098
156	0.1629888452
157	0.1628327665
158	0.1626000443
159	0.1622852572
160	0.1621177846
161	0.1614817416
162	0.1613440321
163	0.161208316
164	0.1610124567
165	0.1605914275
166	0.1604199628
167	0.1599540325
168	0.1596348061
169	0.1594913693
170	0.1591366398
171	0.1588718641
172	0.1586366959
173	0.158525526
174	0.1581546303
175	0.1579158865
176	0.1577639953
177	0.157465697
178	0.157264455
179	0.1570573856
180	0.1567354652
181	0.1564967047
182	0.1563683353
183	0.1559182987
184	0.1557194936
185	0.1556130471
186	0.1554295689
187	0.1552823792
188	0.1550819636
189	0.1549950944
190	0.1547272507
191	0.1545814877
192	0.1542384258
193	0.1541188348
194	0.1539812024
195	0.1538200661
196	0.1535890083
197	0.1534392108
198	0.1530736489
199	0.1528987165
200	0.1526363147
201	0.1525316765
202	0.1523875265
203	0.1518194296
204	0.1516296266
205	0.1515450079
206	0.1514179456
207	0.1510941487
208	0.1508955454
209	0.1507308477
210	0.1505764385
211	0.1504579747
212	0.1502740068
213	0.1498788759
214	0.1498014535
215	0.1495759121
216	0.1494479809
217	0.1490047846
218	0.1488066941
219	0.1484788049
220	0.1481864073
221	0.148045437
222	0.1478907169
223	0.1476306234
224	0.147496825
225	0.1473030851
226	0.147144166
227	0.1467298947
228	0.1466077229
229	0.1463993425
230	0.1462584596
231	0.1461493436
232	0.1458926034
233	0.1455440534
234	0.1453941685
235	0.1452349678
236	0.1451057
237	0.1450148824
238	0.1448817497
239	0.1447125175
240	0.1445966718
241	0.1444358003
242	0.1440731277
243	0.1439534429
244	0.1438489757
245	0.1437202207
246	0.1435050617
247	0.1433249882
248	0.1432236584
249	0.1430809311
250	0.1430062798
251	0.142547299
252	0.1424721823
253	0.1423604482
254	0.1421598308
255	0.1420511878
256	0.1419332419
257	0.1418478405
258	0.1417163157
259	0.1415660259
260	0.1414719348
261	0.1413947308
262	0.1412098183
263	0.141133748
264	0.140980592
265	0.1408609097
266	0.1406028406
267	0.1404670744
268	0.1403052363
269	0.1401014598
270	0.1399959323
271	0.1399135281
272	0.1396702075
273	0.1392878676
274	0.1392017285
275	0.1390139067
276	0.138727005
277	0.1386129201
278	0.1381060537
279	0.1379749884
280	0.1378976425
281	0.1378002501
282	0.1376542846
283	0.1375890029
284	0.13750193
285	0.1373749975
286	0.1373084864
287	0.1372137237
288	0.1370638014
289	0.1368900586
290	0.1366233344
291	0.1364751299
292	0.136362027
293	0.1362235739
294	0.1355317776
295	0.135384174
296	0.1353226408
297	0.1349831283
298	0.1348598228
299	0.1347948894
300	0.1346630645
301	0.1345654035
302	0.134474834
303	0.1343772906
304	0.134044991
305	0.1339062738
306	0.1337640009
307	0.1336813821
308	0.1335889901
309	0.1331940134
310	0.1323516742
311	0.1316650184
312	0.1309784333
313	0.1304515211
314	0.1298937251
315	0.1292525546
316	0.1290358193
317	0.1289376223
318	0.1287283403
319	0.1286372001
320	0.1285639908
321	0.1284530111
322	0.1282161863
323	0.1280911939
324	0.1278242975
325	0.1276754395
326	0.1274953538
327	0.1274236823
328	0.1273454277
329	0.1272274394
330	0.1269779572
331	0.1268849746
332	0.1267885673
333	0.1266544399
334	0.1265727979
335	0.1264514184
336	0.1263314977
337	0.1261521009
338	0.126006751
339	0.1258549388
340	0.1257734447
341	0.1256439801
342	0.125542721
343	0.1254733232
344	0.1251967448
345	0.1251020406
346	0.1249276088
347	0.124795969
348	0.1245754086
349	0.1239112998
350	0.1234040961
351	0.1228382889
352	0.1225328715
353	0.1223834223
354	0.1222647284
355	0.1217944757
356	0.1213513526
357	0.1209558477
358	0.1206814536
359	0.1205186343
360	0.1203299989
361	0.120208899
362	0.1199222742
363	0.1198435819
364	0.1197547161
365	0.1196958948
366	0.1193731718
367	0.1192181265
368	0.1190889235
369	0.1189404138
370	0.1188655304
371	0.118793494
372	0.1187591945
373	0.1187050709
374	0.1186425937
375	0.118578648
376	0.1184994333
377	0.1184229362
378	0.1183496974
379	0.1182942217
380	0.1182160095
381	0.1180799586
382	0.1179666198
383	0.1173817816
384	0.1173024518
385	0.1169165987
386	0.1166430246
387	0.1161715361
388	0.115925143
389	0.1155450961
390	0.1152753316
391	0.115127246
392	0.1149191876
393	0.114817021
394	0.1146825979
395	0.1144976436
396	0.1143744519
397	0.1142498901
398	0.1141379329
399	0.114094767
400	0.1139607616
401	0.1138812519
402	0.1137575981
403	0.1137036268
404	0.1135912019
405	0.1135198093
406	0.113406646
407	0.1132868101
408	0.1131946006
409	0.113033972
410	0.1129696106
411	0.1129339223
412	0.1128267323
413	0.1127145586
414	0.1126181103
415	0.1125163839
416	0.1124114078
417	0.1123472417
418	0.112299887
419	0.1122264573
420	0.1121205268
421	0.1120305081
422	0.1119662829
423	0.111872344
424	0.1118242856
425	0.1117427278
426	0.111680088
427	0.1115901123
428	0.1114567708
429	0.1113443799
430	0.1112403471
431	0.1111700946
432	0.1110902745
433	0.1110135699
434	0.1108526599
435	0.1106753336
436	0.1106274636
437	0.1105824044
438	0.110404877
439	0.1100085765
440	0.1098119146
441	0.1095937359
442	0.1092426841
443	0.1089160519
444	0.1086877183
445	0.1084920666
446	0.1084124142
447	0.1083037301
448	0.1079835082
449	0.1078636556
450	0.1076358721
451	0.10751301
452	0.1074393888
453	0.1071543565
454	0.1070429482
455	0.1069467993
456	0.1068700767
457	0.106758162
458	0.1066819741
459	0.1065767711
460	0.1064244146
461	0.1063508287
462	0.1062834751
463	0.106195685
464	0.1061480399
465	0.10605165
466	0.1059882152
467	0.1059530765
468	0.1059145008
469	0.1058527382
470	0.1057618043
471	0.1056304858
472	0.1055436687
473	0.1054986513
474	0.1053975181
475	0.1053256642
476	0.1052398598
477	0.1051770156
478	0.1051047819
479	0.1050301389
480	0.1049503824
481	0.1048646616
482	0.1045478059
483	0.1045000502
484	0.1044367709
485	0.1042523937
486	0.1042136066
487	0.1039205606
488	0.1037950406
489	0.1036680497
490	0.103371009
491	0.1030878635
492	0.103034495
493	0.1029514772
494	0.1027659785
495	0.1026418723
496	0.102535929
497	0.1024504736
498	0.1023622928
499	0.1022865033
500	0.102217031
501	0.1021813922
502	0.1021294054
503	0.102025917
504	0.1019459362
505	0.1018873135
506	0.1018135541
507	0.1017762567
508	0.1017114769
509	0.1015999195
510	0.1015765436
511	0.1014313029
512	0.1013452056
513	0.1012805112
514	0.1012603208
515	0.1011923439
516	0.1010056191
517	0.100972058
518	0.1009186323
519	0.1008783698
520	0.100816915
521	0.1006441425
522	0.1005956362
523	0.1005312407
524	0.1004610698
525	0.1004160614
526	0.100385333
527	0.1003261872
528	0.1002533584
529	0.1001686902
530	0.1001112609
531	0.1000824463
532	0.09999220326
533	0.09992977165
534	0.09989613921
535	0.0998416988
536	0.09955684933
537	0.09941617787
538	0.09933459952
539	0.09921117388
540	0.09911749562
541	0.09887443945
542	0.09878933173
543	0.09871222806
544	0.09857551364
545	0.09839970211
546	0.0983008654
547	0.09822105237
548	0.09813587717
549	0.09806185302
550	0.09798824016
551	0.09796226442
552	0.09790868933
553	0.09787037623
554	0.09779084661
555	0.09776936066
556	0.09766177154
557	0.09754784345
558	0.0975094436
559	0.09744674208
560	0.09737010144
561	0.09731506209
562	0.09725986851
563	0.09716435488
564	0.09710153062
565	0.09701196171
566	0.09696096455
567	0.09692553111
568	0.0968628643
569	0.09681113968
570	0.09676848942
571	0.09673018822
572	0.09662475258
573	0.09652756263
574	0.09644641548
575	0.09636539205
576	0.09630167998
577	0.09623017433
578	0.09613436894
579	0.09607838781
580	0.09604979204
581	0.0960122183
582	0.09593563935
583	0.09588920106
584	0.09580678021
585	0.09574876224
586	0.09569593388
587	0.09565218086
588	0.09562465091
589	0.0954896835
590	0.09543199905
591	0.09536229182
592	0.09530199088
593	0.09523158543
594	0.09519427292
595	0.0951305223
596	0.09508556818
597	0.09502317803
598	0.09490881712
599	0.09485702116
600	0.09481224795
601	0.09470300083
602	0.09465113579
603	0.09459799833
604	0.09455137047
605	0.09451417396
606	0.09440955769
607	0.09437748493
608	0.09432786526
609	0.09429053701
610	0.09415746089
611	0.09405729456
612	0.09396282361
613	0.09390744527
614	0.09383785982
615	0.09378846893
616	0.09371482908
617	0.09363921183
618	0.09357850796
619	0.09335793864
620	0.09323711472
621	0.0931834744
622	0.09313656892
623	0.09306522168
624	0.09295979214
625	0.09284146584
626	0.09281243565
627	0.09278059905
628	0.09265402964
629	0.09255956125
630	0.09252523798
631	0.09247502837
632	0.09242922919
633	0.09234967804
634	0.09229011067
635	0.09224197742
636	0.09219563168
637	0.09213536544
638	0.09212579624
639	0.09204687327
640	0.09196180121
641	0.09189181636
642	0.09185744232
643	0.09182043795
644	0.0917916947
645	0.09174686012
646	0.0917203873
647	0.09167746039
648	0.09162358486
649	0.09155976451
650	0.09144813417
651	0.09141312841
652	0.09137432177
653	0.09131753927
654	0.09129433105
655	0.09123886435
656	0.0911996551
657	0.09116255241
658	0.09112020162
659	0.09106585825
660	0.09101197308
661	0.09096583298
662	0.09090518341
663	0.09084344489
664	0.09078977114
665	0.09076668182
666	0.0907472883
667	0.09070254336
668	0.09064206344
669	0.09062351114
670	0.09059373613
671	0.09055693484
672	0.09044086258
673	0.09039650548
674	0.09033775908
675	0.09028341153
676	0.09021773107
677	0.0901458694
678	0.09012952134
679	0.09008713424
680	0.09003911539
681	0.08999101042
682	0.08994722688
683	0.08990300248
684	0.08983938199
685	0.08979356835
686	0.08969380174
687	0.08966490265
688	0.0895725463
689	0.0895499187
690	0.08950873687
691	0.08946977279
692	0.08941726832
693	0.08937100323
694	0.08930282419
695	0.08926432023
696	0.08918937326
697	0.08911300862
698	0.0890696264
699	0.08902726244
700	0.08900034749
701	0.08892462806
702	0.08882173663
703	0.08876724867
704	0.08868775953
705	0.08859513262
706	0.0885564921
707	0.08850820559
708	0.08844870602
709	0.08840863306
710	0.08830111464
711	0.08818597035
712	0.08813243574
713	0.08810423519
714	0.08803778357
715	0.08799769486
716	0.08795165373
717	0.08790375377
718	0.08786209574
719	0.08782910337
720	0.08775000367
721	0.08756654025
722	0.08750575315
723	0.08747129877
724	0.0874450255
725	0.08736000196
726	0.08730146956
727	0.0872298643
728	0.08718497445
729	0.08715722856
730	0.08711546194
731	0.087054733
732	0.08701960385
733	0.0869706792
734	0.08692266292
735	0.08689466673
736	0.08684817864
737	0.08683318462
738	0.08680474212
739	0.08678922146
740	0.08675755356
741	0.08670455844
742	0.08663709112
743	0.08657561801
744	0.08656951424
745	0.0865432024
746	0.08652685306
747	0.08648914693
748	0.08643604064
749	0.08641429667
750	0.08636740661
751	0.08635077869
752	0.08632843
753	0.08631728634
754	0.08627890062
755	0.08624658559
756	0.08617418346
757	0.08612154308
758	0.08608957667
759	0.08605546097
760	0.08597260505
761	0.08591078427
762	0.08587738574
763	0.08577433751
764	0.08575154797
765	0.08569361932
766	0.08566069346
767	0.08558772773
768	0.08554134536
769	0.08548701998
770	0.08543632422
771	0.08537670223
772	0.08532649263
773	0.08528434138
774	0.08526887052
775	0.08520929929
776	0.08517144279
777	0.08514454069
778	0.08511325709
779	0.08505018317
780	0.08502727345
781	0.08500294865
782	0.08495705533
783	0.08492056764
784	0.08486322412
785	0.08482399912
786	0.08480076263
787	0.08474542799
788	0.08468927913
789	0.08467493289
790	0.08464820558
791	0.08462255117
792	0.08459376807
793	0.08454975863
794	0.0844737648
795	0.08439638897
796	0.08436117596
797	0.08433624387
798	0.0842744292
799	0.08420098117
800	0.08413187031
801	0.0840472873
802	0.08400666296
803	0.08392194179
804	0.08388725702
805	0.08384403771
806	0.08379655611
807	0.0837696479
808	0.08373234278
809	0.08370652353
810	0.08366530314
811	0.08361507555
812	0.08357447081
813	0.08353125053
814	0.08349895349
815	0.08346637883
816	0.08342447467
817	0.08334795131
818	0.08328085254
819	0.08325576911
820	0.08316040103
821	0.08310920145
822	0.08306364518
823	0.08303236897
824	0.08294491434
825	0.08286550135
826	0.08281686235
827	0.0827785393
828	0.08274985774
829	0.08270465299
830	0.08268161861
831	0.08266210363
832	0.08263830355
833	0.08259222835
834	0.08255844746
835	0.08253123529
836	0.08250078969
837	0.08239995469
838	0.08237375146
839	0.08233373152
840	0.08227329306
841	0.08218839162
842	0.08210007392
843	0.08204432478
844	0.08201910158
845	0.08197190755
846	0.08193713668
847	0.08190212481
848	0.08185407511
849	0.08183179294
850	0.08178134138
851	0.08174180727
852	0.08171696194
853	0.08166448286
854	0.08160828162
855	0.08153315407
856	0.08149834688
857	0.08143757971
858	0.08134408139
859	0.08131252691
860	0.08128411622
861	0.08124555378
862	0.08120342695
863	0.08115604849
864	0.08107215985
865	0.08103730511
866	0.08099337826
867	0.0809746518
868	0.08093665841
869	0.08089984781
870	0.08088484093
871	0.08080648765
872	0.08074260144
873	0.08067896231
874	0.08063676961
875	0.08060000013
876	0.08055460003
877	0.08050632702
878	0.08036977197
879	0.08031739443
880	0.080223177
881	0.08018289037
882	0.08014006949
883	0.08008287763
884	0.08005741664
885	0.07998738842
886	0.07995418204
887	0.07992817385
888	0.07988827344
889	0.07981021931
890	0.07976220817
891	0.07972923797
892	0.0796692953
893	0.07963185812
894	0.07960930346
895	0.07956695974
896	0.07948660304
897	0.0794334418
898	0.07939474506
899	0.07934555692
900	0.07930537761
901	0.07927870397
902	0.07923211402
903	0.07919385877
904	0.07915660281
905	0.07908698523
906	0.0790517584
907	0.07902799366
908	0.07897548502
909	0.07893640847
910	0.07892241696
911	0.07889298095
912	0.07887140567
913	0.07882824837
914	0.07879578585
915	0.07875805531
916	0.07871111416
917	0.07868344411
918	0.07863281358
919	0.07860484085
920	0.07858031715
921	0.07852543332
922	0.07848771917
923	0.07845701844
924	0.07842252132
925	0.07839739612
926	0.07837225196
927	0.07835021077
928	0.0782936352
929	0.07824712365
930	0.07821286656
931	0.07815864851
932	0.07814469749
933	0.07811429044
934	0.07806781167
935	0.0780053534
936	0.07797435288
937	0.07794675191
938	0.07789824305
939	0.0778202233
940	0.0777615508
941	0.07773258776
942	0.07766708949
943	0.07762180795
944	0.07756328583
945	0.07752508134
946	0.07748528118
947	0.07741053246
948	0.07737343845
949	0.07733583579
950	0.07730128662
951	0.07727132075
952	0.07724161354
953	0.0772140447
954	0.07718408943
955	0.07714269457
956	0.07707796521
957	0.07704651966
958	0.07701923262
959	0.07698986697
960	0.07696428999
961	0.07694678197
962	0.07691985449
963	0.07686643813
964	0.07683641088
965	0.07681321327
966	0.07678206269
967	0.07675747859
968	0.07668213028
969	0.07663781527
970	0.076601388
971	0.07657458615
972	0.07654719918
973	0.07652414423
974	0.07650572913
975	0.07647027513
976	0.07642450358
977	0.07635962931
978	0.07633050947
979	0.07629608626
980	0.07626728774
981	0.07624888806
982	0.07622916743
983	0.07620084671
984	0.07614460467
985	0.07611722606
986	0.07610104058
987	0.07608021366
988	0.07605380061
989	0.07602547507
990	0.07600473843
991	0.07597569153
992	0.07592129065
993	0.07586088688
994	0.07585094528
995	0.07580158363
996	0.07577435636
997	0.07573004296
998	0.07568775836
999	0.07565118971
