iter	Logloss
0	0.5813777512
1	0.5209277004
2	0.4756687454
3	0.4424235321
4	0.4075431929
5	0.3822101555
6	0.3628434382
7	0.347015673
8	0.3246637865
9	0.3090353671
10	0.2977804451
11	0.2875724469
12	0.2774424455
13	0.2702277068
14	0.2656560496
15	0.2492357106
16	0.2447851649
17	0.2413850559
18	0.2382397325
19	0.2285575457
20	0.2223762169
21	0.2190029435
22	0.2161317472
23	0.2137769419
24	0.2121592852
25	0.2108131972
26	0.2089521609
27	0.2076611189
28	0.2057530633
29	0.2040100064
30	0.2031635697
31	0.2021176515
32	0.2005907481
33	0.199522822
34	0.1965043384
35	0.1953434154
36	0.1946236722
37	0.189931866
38	0.1890807652
39	0.1882323983
40	0.1872374656
41	0.1856453843
42	0.1845199146
43	0.1838669602
44	0.1832249208
45	0.1824565017
46	0.1817720058
47	0.1810713969
48	0.180526392
49	0.1799097119
50	0.17803671
51	0.1776994456
52	0.1756702485
53	0.1737214123
54	0.1723264381
55	0.1717756892
56	0.1711804333
57	0.1706756387
58	0.1697311082
59	0.1690863897
60	0.1684612272
61	0.1677966693
62	0.1653548087
63	0.1648869577
64	0.1643450421
65	0.1638719502
66	0.1628749801
67	0.1624219905
68	0.1619247359
69	0.1615354814
70	0.1601813392
71	0.1597967814
72	0.1583817652
73	0.1580615214
74	0.1577689473
75	0.1569556561
76	0.1565204466
77	0.1563071445
78	0.1559517274
79	0.155709511
80	0.1554718536
81	0.1551992852
82	0.1547674405
83	0.1545068083
84	0.1540379413
85	0.1537494688
86	0.153517402
87	0.1532581291
88	0.1527870545
89	0.1525352575
90	0.1517986632
91	0.1515378838
92	0.1513002558
93	0.1510436732
94	0.1508135982
95	0.1504135934
96	0.149971385
97	0.1493663592
98	0.1491261607
99	0.148463434
100	0.1478124691
101	0.1472674954
102	0.1469862734
103	0.1467122182
104	0.1463451045
105	0.1460432683
106	0.1452826318
107	0.144890812
108	0.1446731405
109	0.1444583954
110	0.1442596724
111	0.1438746248
112	0.1436948656
113	0.143295395
114	0.1431267165
115	0.1425912478
116	0.1422996134
117	0.142128475
118	0.1418220256
119	0.1410052963
120	0.1401863133
121	0.1400016483
122	0.1397815209
123	0.1395913576
124	0.1393251156
125	0.1391192784
126	0.1389428193
127	0.1387669278
128	0.1385433185
129	0.1383058896
130	0.1380924076
131	0.1377858821
132	0.137585806
133	0.1370771692
134	0.1366560833
135	0.1353115667
136	0.1339504415
137	0.1324751464
138	0.1309345084
139	0.1304947484
140	0.129294397
141	0.1281810845
142	0.1278918628
143	0.1267859222
144	0.1261424989
145	0.1252870544
146	0.125173323
147	0.1243087664
148	0.1232875888
149	0.1228255218
150	0.122000502
151	0.1216772156
152	0.1207782787
153	0.1201181237
154	0.1198979312
155	0.1196802
156	0.119527119
157	0.1191493404
158	0.1187182709
159	0.1185593642
160	0.1183744415
161	0.1182435226
162	0.1181055943
163	0.1179685451
164	0.1177009812
165	0.117545136
166	0.1170366878
167	0.1169341308
168	0.1168774495
169	0.1168001464
170	0.1166470194
171	0.1165842905
172	0.1164028855
173	0.1162640145
174	0.1161169896
175	0.1160234838
176	0.115842774
177	0.1155836104
178	0.1152879483
179	0.1151493549
180	0.1149175271
181	0.1146564603
182	0.1145335912
183	0.1143940863
184	0.1141540216
185	0.1140746996
186	0.1138942324
187	0.1135576873
188	0.1134708387
189	0.113329937
190	0.1129714245
191	0.1126405744
192	0.1125310742
193	0.1121040026
194	0.1119238281
195	0.1117516751
196	0.1115036439
197	0.1114184169
198	0.1113080208
199	0.1112558138
200	0.1110587422
201	0.1109075866
202	0.1107191952
203	0.1105647401
204	0.1104733419
205	0.1103656376
206	0.1102766215
207	0.1101550154
208	0.1099832415
209	0.1098728964
210	0.1097967896
211	0.1096424929
212	0.1094893314
213	0.1093714303
214	0.1093170462
215	0.1092062513
216	0.1090359127
217	0.1089490911
218	0.1088952371
219	0.1087991905
220	0.1087492521
221	0.1086360784
222	0.1085308623
223	0.1084640187
224	0.1083557312
225	0.1082141273
226	0.1080991586
227	0.1079686108
228	0.1079060275
229	0.1077990569
230	0.1076489432
231	0.1074064845
232	0.1073520596
233	0.1072933958
234	0.107195667
235	0.1070936014
236	0.1070324184
237	0.106912043
238	0.1067958028
239	0.1066419841
240	0.1065212658
241	0.1064415536
242	0.1063492681
243	0.1061821782
244	0.1060734814
245	0.1059789668
246	0.1058423086
247	0.105759123
248	0.1056744108
249	0.1053867233
250	0.1051844951
251	0.105101129
252	0.1050224206
253	0.1045706315
254	0.1041325357
255	0.1037000572
256	0.1031381961
257	0.1030382125
258	0.1028948928
259	0.1025920589
260	0.1020813438
261	0.1012673819
262	0.1010627301
263	0.1008581187
264	0.1001963381
265	0.1000979649
266	0.09979334091
267	0.09968193
268	0.09955508409
269	0.09896492999
270	0.09872313105
271	0.09836164369
272	0.09829663801
273	0.09815832692
274	0.09809572417
275	0.09776914587
276	0.09768981291
277	0.09759709455
278	0.09725507298
279	0.09695923043
280	0.09675749148
281	0.09668753454
282	0.09660186458
283	0.09653537667
284	0.09647648205
285	0.09622212476
286	0.09593005605
287	0.09584173402
288	0.09580968946
289	0.09573314811
290	0.09566811068
291	0.09553614857
292	0.09545235986
293	0.09534884438
294	0.09514739235
295	0.09507342683
296	0.09497898452
297	0.09476744559
298	0.09472190429
299	0.09452175956
300	0.09442957551
301	0.09434615058
302	0.09391017199
303	0.0935956975
304	0.09348734157
305	0.09335077707
306	0.09330491954
307	0.09319233854
308	0.09310731466
309	0.09306211819
310	0.09299106037
311	0.09287105815
312	0.09279563334
313	0.09273302231
314	0.0926908069
315	0.09266346236
316	0.09259417987
317	0.09251138086
318	0.09234341556
319	0.09224113049
320	0.09214975488
321	0.09209133123
322	0.09197566754
323	0.09191924594
324	0.09186649599
325	0.09177664176
326	0.09161527252
327	0.0915819391
328	0.09153585246
329	0.09144081432
330	0.09129957378
331	0.09104443223
332	0.0909838062
333	0.09089829284
334	0.09087434941
335	0.09083760464
336	0.09062308783
337	0.09057670289
338	0.09055589957
339	0.09032818075
340	0.0902297166
341	0.09010036113
342	0.09003161771
343	0.08991482302
344	0.08981989402
345	0.08977525076
346	0.08959061548
347	0.08943280624
348	0.0892817112
349	0.08901415421
350	0.08871853117
351	0.08860131884
352	0.08857904242
353	0.088467743
354	0.08842430057
355	0.08837232524
356	0.08833926975
357	0.08826584113
358	0.08824205093
359	0.08820451038
360	0.08788106939
361	0.08764922398
362	0.08754757586
363	0.08748491065
364	0.08738074117
365	0.08729939337
366	0.08722573967
367	0.08713519829
368	0.0870121346
369	0.08681270246
370	0.08677816098
371	0.08673685363
372	0.08669969754
373	0.08650823787
374	0.08648030089
375	0.08631206121
376	0.08624017761
377	0.08618847511
378	0.08615126209
379	0.08611177739
380	0.08602634851
381	0.08597422863
382	0.08585585022
383	0.08579203602
384	0.0857876714
385	0.08575286193
386	0.08567272698
387	0.08557885116
388	0.08539080633
389	0.0851840516
390	0.08513851748
391	0.08493197108
392	0.08486268146
393	0.08474182743
394	0.08464907592
395	0.08454315049
396	0.084428979
397	0.08417239981
398	0.08414807423
399	0.08414440613
400	0.08412368203
401	0.08389154525
402	0.08388484531
403	0.08373470155
404	0.08371660909
405	0.08361562554
406	0.08344672364
407	0.08322162506
408	0.08304705928
409	0.08302564575
410	0.08290928134
411	0.0826827567
412	0.08264086549
413	0.08260951137
414	0.08248206193
415	0.0824131255
416	0.08232471807
417	0.08229429944
418	0.08213887803
419	0.08209757068
420	0.08202137219
421	0.08200248366
422	0.08196720696
423	0.08185943134
424	0.08177062616
425	0.08161790935
426	0.08156475668
427	0.08156214916
428	0.08156174289
429	0.08135687987
430	0.08126629983
431	0.08114236727
432	0.08106327076
433	0.08093642305
434	0.08076795109
435	0.08071164848
436	0.0806836157
437	0.08052036686
438	0.08036891614
439	0.08022275398
440	0.08020718173
441	0.08016992198
442	0.080057829
443	0.07973531181
444	0.07956553989
445	0.07941104293
446	0.07926257764
447	0.07922186635
448	0.07910902866
449	0.07905963408
450	0.07899390998
451	0.07897025508
452	0.07893274235
453	0.07887645671
454	0.07881655835
455	0.07877382602
456	0.07872007245
457	0.07866672063
458	0.07857893932
459	0.07855822049
460	0.07853198821
461	0.07849194015
462	0.07843310408
463	0.07826377109
464	0.07817607607
465	0.07815421888
466	0.07809519392
467	0.07795360657
468	0.07785894355
469	0.07783734482
470	0.07778675238
471	0.07776662589
472	0.0776370252
473	0.07752118601
474	0.07737349787
475	0.07727972804
476	0.07721068619
477	0.07713398665
478	0.07710931664
479	0.07708689807
480	0.07705708594
481	0.0769381134
482	0.07685091255
483	0.0768233148
484	0.07682247895
485	0.07682078055
486	0.0766883957
487	0.07668537079
488	0.07665405621
489	0.0765290476
490	0.07649459821
491	0.07644495615
492	0.07642435081
493	0.07640055416
494	0.07634527609
495	0.07632877871
496	0.07629628043
497	0.0762863379
498	0.07618747936
499	0.07616243412
500	0.0760986086
501	0.07607809339
502	0.0760635088
503	0.07603077406
504	0.0760165822
505	0.07594500471
506	0.07588057488
507	0.07587926201
508	0.07580638425
509	0.07575435611
510	0.07570930824
511	0.07568708368
512	0.07568588831
513	0.07563039273
514	0.0755871371
515	0.07555250695
516	0.07552409226
517	0.07551759678
518	0.07551056618
519	0.07546475501
520	0.07544637216
521	0.07542233066
522	0.07542226234
523	0.07540978794
524	0.07538557298
525	0.07523806739
526	0.07519070974
527	0.07511848528
528	0.07509131361
529	0.07500800393
530	0.0749589057
531	0.07488414436
532	0.0747945441
533	0.07465887463
534	0.07457061294
535	0.07450209536
536	0.07443502272
537	0.07439315663
538	0.07436257865
539	0.07430451518
540	0.0742934086
541	0.07425148546
542	0.07423352619
543	0.07421401561
544	0.07418967396
545	0.07416570997
546	0.07411389986
547	0.0740515345
548	0.07397515544
549	0.07390480016
550	0.07383539978
551	0.07381404799
552	0.07377682063
553	0.07374682797
554	0.07369784958
555	0.07365968851
556	0.07364790089
557	0.07361357482
558	0.07357891415
559	0.07351513721
560	0.07339412617
561	0.07334453302
562	0.07331220231
563	0.0732947581
564	0.07314200231
565	0.07308673206
566	0.07306138289
