iter	Passed	Remaining
433	23416	30539
434	23474	30489
435	23534	30443
436	23592	30395
437	23659	30357
438	23723	30316
439	23779	30265
440	23839	30218
441	23900	30172
442	23947	30110
443	24000	30054
444	24051	29997
445	24106	29943
446	24161	29890
447	24253	29883
448	24305	29827
449	24410	29835
450	24464	29780
451	24545	29758
452	24585	29687
453	24635	29627
454	24688	29572
455	24736	29509
456	24790	29455
457	24843	29400
458	24898	29346
459	24954	29294
460	25006	29237
461	25058	29180
462	25103	29115
463	25157	29061
464	25209	29004
465	25252	28937
466	25304	28880
467	25358	28826
468	25406	28765
469	25449	28698
470	25496	28636
471	25541	28572
472	25594	28516
473	25646	28460
474	25698	28403
475	25748	28344
476	25796	28284
477	25845	28225
478	25897	28168
479	25943	28105
480	25994	28048
481	26046	27991
482	26095	27932
483	26146	27875
484	26198	27818
485	26243	27755
486	26292	27696
487	26333	27628
488	26391	27579
489	26434	27513
490	26480	27450
491	26527	27390
492	26570	27325
493	26616	27263
494	26662	27201
495	26727	27159
496	26776	27100
497	26825	27040
498	26878	26986
499	26929	26929
500	26977	26869
501	27031	26816
502	27084	26761
503	27133	26703
504	27185	26646
505	27238	26592
506	27280	26526
507	27323	26462
508	27375	26406
509	27425	26349
510	27468	26286
511	27552	26260
512	27592	26194
513	27638	26132
514	27693	26080
515	27743	26023
516	27794	25966
517	27838	25903
518	27883	25841
519	27926	25778
520	27970	25715
521	28052	25687
522	28094	25623
523	28134	25557
524	28179	25496
525	28235	25444
526	28288	25389
527	28340	25335
528	28395	25282
529	28445	25224
530	28501	25173
531	28548	25114
532	28601	25059
533	28653	25005
534	28705	24949
535	28758	24895
536	28811	24841
537	28865	24787
538	28918	24733
539	28960	24670
540	29012	24614
541	29063	24559
542	29108	24497
543	29159	24442
544	29209	24385
545	29297	24360
546	29348	24305
547	29402	24251
548	29458	24199
549	29511	24145
550	29559	24087
551	29636	24053
552	29691	24000
553	29740	23942
554	29824	23913
555	29876	23858
556	29928	23802
557	29980	23747
558	30030	23691
559	30080	23634
560	30135	23582
561	30188	23527
562	30234	23468
563	30280	23408
564	30332	23353
565	30389	23302
566	30441	23247
567	30488	23188
568	30570	23156
569	30625	23103
570	30677	23048
571	30723	22989
572	30776	22934
573	30832	22882
574	30885	22828
575	30936	22772
576	30984	22715
577	31027	22653
578	31078	22597
579	31124	22538
580	31167	22477
581	31257	22449
582	31312	22396
583	31365	22342
584	31417	22287
585	31470	22233
586	31521	22177
587	31571	22121
588	31619	22064
589	31668	22006
590	31712	21946
591	31760	21889
592	31809	21832
593	31870	21783
594	31920	21727
595	31975	21674
596	32024	21617
597	32075	21562
598	32123	21504
599	32171	21447
600	32221	21391
601	32273	21336
602	32320	21279
603	32377	21227
604	32426	21170
605	32475	21114
606	32539	21067
607	32605	21022
608	32676	20979
609	32740	20932
610	32808	20888
611	32872	20840
612	32926	20787
613	32989	20739
614	33049	20689
615	33110	20640
616	33175	20593
617	33237	20545
618	33304	20499
619	33369	20452
620	33428	20401
621	33483	20348
622	33542	20298
623	33605	20249
624	33668	20201
625	33733	20153
626	33789	20100
627	33853	20053
628	33942	20019
629	34001	19969
630	34055	19915
631	34108	19860
632	34159	19805
633	34213	19751
634	34269	19698
635	34313	19638
636	34368	19585
637	34422	19531
638	34480	19479
639	34531	19423
640	34585	19370
641	34643	19318
642	34701	19266
643	34754	19212
644	34812	19160
645	34868	19107
646	34922	19053
647	34969	18995
648	35017	18938
649	35071	18884
650	35124	18830
651	35177	18775
652	35231	18722
653	35290	18670
654	35340	18614
655	35392	18559
656	35443	18504
657	35497	18449
658	35546	18393
659	35598	18338
660	35654	18285
661	35711	18233
662	35763	18178
663	35836	18134
664	35892	18081
665	35946	18027
666	36000	17973
667	36050	17917
668	36150	17886
669	36204	17831
670	36253	17775
671	36303	17719
672	36357	17665
673	36411	17611
674	36462	17555
675	36503	17495
676	36563	17444
677	36616	17389
678	36665	17333
679	36720	17280
680	36763	17221
681	36815	17166
682	36868	17111
683	36918	17055
684	36974	17002
685	37034	16951
686	37086	16896
687	37138	16841
688	37194	16788
689	37247	16734
690	37302	16680
691	37351	16624
692	37403	16569
693	37457	16515
694	37506	16459
695	37559	16405
696	37612	16350
697	37658	16293
698	37705	16236
699	37757	16181
700	37808	16126
701	37854	16069
702	37910	16016
703	37961	15961
704	38016	15907
705	38068	15852
706	38115	15796
707	38161	15739
708	38213	15684
709	38269	15631
710	38326	15578
711	38379	15524
712	38432	15469
713	38480	15413
714	38530	15358
715	38573	15299
716	38623	15244
717	38675	15189
718	38731	15137
719	38787	15084
720	38838	15029
721	38893	14975
722	38944	14920
723	38995	14865
724	39038	14807
725	39085	14751
726	39141	14698
727	39197	14645
728	39252	14591
729	39319	14542
730	39383	14492
731	39442	14440
732	39492	14385
733	39543	14330
734	39618	14284
735	39670	14229
736	39720	14174
737	39763	14116
738	39816	14062
739	39868	14007
740	39915	13951
741	39969	13897
742	40025	13844
743	40076	13789
744	40130	13735
745	40178	13680
746	40232	13626
747	40282	13571
748	40329	13514
749	40383	13461
750	40438	13407
751	40489	13352
752	40544	13299
753	40596	13245
754	40653	13192
755	40702	13136
756	40754	13082
757	40807	13028
758	40861	12974
759	40914	12920
760	40970	12867
761	41062	12825
762	41108	12768
763	41163	12715
764	41212	12660
765	41271	12607
766	41322	12552
767	41369	12496
768	41422	12442
769	41472	12387
770	41526	12334
771	41571	12277
772	41618	12221
773	41673	12168
774	41727	12114
775	41793	12064
776	41855	12012
777	41913	11959
778	41974	11907
779	42041	11857
780	42092	11803
781	42155	11751
782	42236	11705
783	42292	11651
784	42356	11600
785	42416	11548
786	42481	11497
787	42544	11445
788	42604	11393
789	42659	11339
790	42710	11284
791	42759	11229
792	42820	11177
793	42873	11123
794	42925	11068
795	42976	11014
796	43032	10960
797	43084	10906
798	43127	10849
799	43178	10794
800	43242	10743
801	43307	10691
802	43365	10638
803	43427	10586
804	43486	10533
805	43539	10479
806	43594	10425
807	43645	10371
808	43700	10317
809	43753	10263
810	43818	10211
811	43934	10171
812	43991	10118
813	44043	10064
814	44092	10008
815	44170	9960
816	44223	9905
817	44286	9853
818	44357	9803
819	44401	9746
820	44453	9692
821	44511	9638
822	44566	9584
823	44619	9530
824	44679	9477
825	44739	9424
826	44796	9370
827	44853	9317
828	44917	9265
829	44981	9213
830	45031	9158
831	45079	9102
832	45127	9047
833	45180	8992
834	45226	8937
835	45279	8882
836	45333	8828
837	45398	8776
838	45457	8723
839	45521	8670
840	45582	8617
841	45635	8563
842	45673	8506
843	45725	8451
844	45777	8397
845	45833	8343
846	45893	8290
847	45956	8237
848	46012	8183
849	46072	8130
850	46132	8077
851	46179	8021
852	46233	7967
853	46281	7912
854	46335	7857
855	46390	7804
856	46445	7749
857	46513	7698
858	46578	7645
859	46644	7593
860	46693	7538
861	46750	7484
862	46799	7429
863	46851	7374
864	46910	7321
865	46973	7268
866	47032	7214
867	47096	7162
868	47157	7108
869	47212	7054
870	47268	7000
871	47321	6946
872	47376	6892
873	47426	6837
874	47478	6782
875	47530	6728
876	47586	6674
877	47648	6620
878	47704	6566
879	47760	6512
880	47819	6459
881	47878	6405
882	47930	6350
883	47977	6295
884	48035	6241
885	48090	6187
886	48145	6133
887	48198	6079
888	48245	6023
889	48288	5968
890	48340	5913
891	48397	5859
892	48449	5805
893	48499	5750
894	48556	5696
895	48609	5642
896	48664	5588
897	48716	5533
898	48769	5479
899	48824	5424
900	48873	5370
901	48937	5316
902	48994	5262
903	49053	5209
904	49113	5155
905	49166	5101
906	49212	5046
907	49267	4991
908	49318	4937
909	49375	4883
910	49438	4829
911	49500	4776
912	49555	4722
913	49605	4667
914	49660	4613
915	49711	4558
916	49766	4504
917	49824	4450
918	49878	4396
919	49929	4341
920	49978	4286
921	50026	4232
922	50079	4177
923	50131	4123
924	50175	4068
925	50228	4013
926	50281	3959
927	50333	3905
928	50384	3850
929	50440	3796
930	50478	3741
931	50529	3686
932	50581	3632
933	50628	3577
934	50679	3523
935	50735	3469
936	50793	3415
937	50846	3360
938	50901	3306
939	50959	3252
940	51013	3198
941	51068	3144
942	51126	3090
943	51175	3035
944	51226	2981
945	51283	2927
946	51336	2873
947	51391	2818
948	51447	2764
949	51503	2710
950	51556	2656
951	51604	2601
952	51641	2546
953	51693	2492
954	51741	2438
955	51778	2383
956	51827	2328
957	51876	2274
958	51927	2220
959	51977	2165
960	52028	2111
961	52080	2057
962	52132	2002
963	52181	1948
964	52232	1894
965	52281	1840
966	52335	1786
967	52392	1731
968	52442	1677
969	52497	1623
970	52550	1569
971	52603	1515
972	52658	1461
973	52713	1407
974	52767	1353
975	52812	1298
976	52865	1244
977	52919	1190
978	52971	1136
979	53025	1082
980	53079	1028
981	53131	973
982	53180	919
983	53235	865
984	53291	811
985	53336	757
986	53386	703
987	53437	649
988	53490	594
989	53543	540
990	53597	486
991	53652	432
992	53707	378
993	53759	324
994	53821	270
995	53873	216
996	53925	162
997	53970	108
998	54025	54
999	54080	0
